objectid;facilityid;legacyid;location;depthus;depthds;height;invertus;invertds;diameter;width;modifydate;material;form;pslope;adminarea;shape_len;operationalarea;owner
35297;50095-PP1;50095-PP1;;7.69999;4.34999;;300.5605;299.7202;24;;2010-03-26 15:40:07+00:00;CONCRETE;CIRCULAR;1.622;City;51.77911548;Crooked Creek;DOT-ROW/PRIVATE
35448;14269-PP1;38X.3333-PP1;FAYETTEVILLE RD & RENAISSANCE RD;8.3;11.7;;305.72999;303.22001;30;;2006-10-13 17:17:36+00:00;CONCRETE;CIRCULAR;0.80017041;City;313.6806786;Crooked Creek;CITY-ROW
35449;23404-PP1;48X.2050-PP1;FAYETTEVILLE RD & RENAISSANCE RD;3.9;3.8;;307.1;309.21;15;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;-4.74171131;City;44.49870223;Crooked Creek;DOT-ROW
35451;23402-PP1;48X.2048-PP1;FAYETTEVILLE RD & RENAISSANCE RD;9.4;8.1;;305.70998;305.92999;24;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;-0.33686394;City;65.3112341;Crooked Creek;DOT-ROW/CITY-ROW
35473;53221-PP1;53221-PP1;;6.5;2.3;;318.73;318.66;24;;2006-01-12 15:06:05+00:00;CONCRETE;CIRCULAR;0.252;City;27.70516558;Crooked Creek;PRIVATE
35486;50030-PP1;50030-PP1;;3.63;3.75;;307.51339;307.2542;15;;2006-04-11 17:12:17+00:00;CONCRETE;CIRCULAR;0.461;City;56.18339256;Crooked Creek;PRIVATE
35628;57003-PP1;57003-PP1;;5.8;3.9;;241.6;257.88;48;;2006-03-10 16:40:49+00:00;METAL-CORRUGATED;CIRCULAR;-73.074;City;22.27874772;Little Creek;PRIVATE
35694;57037-PP1;57037-PP1;;7.1;1.3;;259.8;258.04;24;;2006-03-10 16:40:49+00:00;CONCRETE;CIRCULAR;1.268;City;138.7432092;New Hope Creek;PRIVATE
35769;53176-PP1;53176-PP1;;7.9;;;335.31;;18;;2006-01-12 15:06:05+00:00;CONCRETE;CIRCULAR;;City;58.28037834;Crooked Creek;PRIVATE
35770;53909-PP1;53909-PP1;;;10.7;;;333.23;18;;2006-04-12 18:48:33+00:00;CONCRETE;CIRCULAR;;City;111.499796;Crooked Creek;PRIVATE
32826;14321-PP1;38X.3385-PP1;SOUTHPOINT MALL BELK;9;9.3;;298;297.78999;36;;2006-09-06 17:43:01+00:00;CONCRETE;CIRCULAR;0.316;City;66.3275727;New Hope Creek;CITY-ROW
32827;14324-PP1;38X.3388-PP1;RENAISSANCE DR SOUTHPOINT MALL;9.5;6.45;;297.58999;292.59998;36;;2006-09-06 17:43:01+00:00;CONCRETE;CIRCULAR;2.053;City;243.0559709;New Hope Creek;CITY-ROW
32832;14320-PP1;38X.3384-PP1;SOUTHPOINT MALL BELK;8.9;9.15;;300.1;299.76;30;;2006-09-06 17:43:01+00:00;CONCRETE;CIRCULAR;0.347;City;97.8235166;New Hope Creek;PRIVATE
